source_row,url,headline,clean_headline,label,fold,score_nbc,predicted_label,correct,error_direction,margin_from_threshold,confidence_margin,headline_length,word_count,has_quote,has_question,has_digit,topic_politics,topic_crime,topic_world,topic_health,topic_business,topic_culture,topic
692,https://www.foxnews.com/faith-values/national-prayer-breakfast-2022-what-is-it,National Prayer Breakfast 2022: What is it?,national prayer breakfast 2022: what is it?,FoxNews,2,0.45070831732878247,NBC,False,FoxNews->NBC,0.49408728236838817,0.49408728236838817,43,7,False,True,True,False,False,False,False,False,False,other
741,https://www.foxnews.com/politics/trump-harris-poll-dead-heat-nbc-news-survey-election-day-approaches,Trump and Harris poll in dead heat in survey as Election Day approaches,trump and harris poll in dead heat in survey as election day approaches,FoxNews,4,0.44649206923157303,NBC,False,FoxNews->NBC,0.48987103427117873,0.48987103427117873,71,13,False,False,False,True,True,False,False,False,False,politics
1347,https://www.foxnews.com/live-news/fox-news-top-talent-react-to-abc-presidential-debate-kamala-harris-donald-trump,Channel's top talent presidential debate reactions,channel's top talent presidential debate reactions,FoxNews,2,0.44587153711103156,NBC,False,FoxNews->NBC,0.48925050215063726,0.48925050215063726,50,7,True,False,False,False,False,False,False,False,False,other
577,https://www.foxnews.com/lifestyle/combat-veteran-wife-ptsd-strength.print,Combat veteran and his wife help others fight PTSD and find healing and hope,combat veteran and his wife help others fight ptsd and find healing and hope,FoxNews,4,0.4453084412225474,NBC,False,FoxNews->NBC,0.4886874062621531,0.4886874062621531,76,14,False,False,False,False,False,False,False,False,False,other
3142,https://www.nbcnews.com/news/us-news/man-charged-apparent-trump-plot-wrote-assassination-attempt-court-rcna172199,"Man charged in apparent Trump plot wrote 'This was an assassination attempt,' court filing shows","man charged in apparent trump plot wrote 'this was an assassination attempt,' court filing shows",NBC,3,-0.5242351578109521,FoxNews,False,NBC->FoxNews,-0.4808561927713464,0.4808561927713464,96,15,True,False,False,True,True,False,False,False,False,politics
3223,https://www.nbcnews.com/politics/2024-election/tim-walz-makes-direct-appeal-conflicted-muslim-voters-rcna173863,Tim Walz makes direct appeal to conflicted Muslim voters,tim walz makes direct appeal to conflicted muslim voters,NBC,5,-0.5211217872459126,FoxNews,False,NBC->FoxNews,-0.4777428222063069,0.4777428222063069,56,9,False,False,False,False,False,False,False,False,False,other
3070,https://www.nbcnews.com/news/us-news/mark-cuban-leaving-shark-tank-abc-rcna126969,Mark Cuban says he plans to leave ABC's 'Shark Tank' after season 16,mark cuban says he plans to leave abc's 'shark tank' after season 16,NBC,1,-0.5208689046356396,FoxNews,False,NBC->FoxNews,-0.4774899395960339,0.4774899395960339,68,14,True,False,True,False,False,False,False,False,True,culture
2714,https://www.nbcnews.com/politics/2024-election/kamala-harris-points-california-experience-criticizes-trump-asked-diff-rcna174893,Harris points to California experience and criticizes Trump when asked how she would differ from Biden on border policy,harris points to california experience and criticizes trump when asked how she would differ from biden on border policy,NBC,3,-0.5193347856425117,FoxNews,False,NBC->FoxNews,-0.475955820602906,0.475955820602906,119,19,False,False,False,True,False,False,False,False,False,politics
1104,https://www.foxnews.com/politics/secretary-state-blinken-arrives-israel-show-solidarity-following-hamas-terrorist-attacks,Secretary of State Blinken arrives in Israel in show of solidarity following Hamas terrorist attacks,secretary of state blinken arrives in israel in show of solidarity following hamas terrorist attacks,FoxNews,3,0.4321385805232193,NBC,False,FoxNews->NBC,0.475517545562825,0.475517545562825,100,15,False,False,False,False,False,True,False,False,False,world
62,https://www.foxnews.com/us/remains-of-kansas-priest-who-died-in-korean-war-identified.print,Remains of Kansas Priest Who Died in Korean War Identified,remains of kansas priest who died in korean war identified,FoxNews,5,0.43181831217866895,NBC,False,FoxNews->NBC,0.47519727721827465,0.47519727721827465,58,10,False,False,False,False,False,True,False,False,False,world
1995,https://www.foxnews.com/official-polls/fox-news-poll-harris-tops-trump-two-points,Poll: Harris tops Trump by two points,poll: harris tops trump by two points,FoxNews,3,0.429387264381366,NBC,False,FoxNews->NBC,0.4727662294209717,0.4727662294209717,37,7,False,False,False,True,False,False,False,False,False,politics
41,https://www.foxnews.com/world/israel-says-conducted-retaliatory-strikes-against-hezbollah-lebanon-struck-hamas-gaza.print,"Israel says it conducted retaliatory strikes against Hezbollah in Lebanon, struck Hamas in Gaza","israel says it conducted retaliatory strikes against hezbollah in lebanon, struck hamas in gaza",FoxNews,5,0.42504228242869324,NBC,False,FoxNews->NBC,0.46842124746829894,0.46842124746829894,95,14,False,False,False,False,False,True,False,False,False,world
1947,https://www.foxnews.com/world/cuban-economy-minister-out-delayed-fuel-transport-price-hikes,"Cuban economy minister out over delayed fuel, transport price hikes","cuban economy minister out over delayed fuel, transport price hikes",FoxNews,5,0.4237823985660475,NBC,False,FoxNews->NBC,0.4671613636056532,0.4671613636056532,67,10,False,False,False,False,False,False,False,True,False,business
572,https://www.foxnews.com/entertainment/cher-hit-victorias-secret-runway-after-casting-controversy,Cher to hit Victoria's Secret runway after casting controversy,cher to hit victoria's secret runway after casting controversy,FoxNews,4,0.42183008717211434,NBC,False,FoxNews->NBC,0.46520905221172004,0.46520905221172004,62,10,True,False,False,False,False,False,False,False,False,other
51,https://www.foxnews.com/lifestyle/best-vegetables-for-health-nutritionists,"The best vegetables for your health, according to nutritionists","the best vegetables for your health, according to nutritionists",FoxNews,1,0.41825088214218464,NBC,False,FoxNews->NBC,0.46162984718179034,0.46162984718179034,63,9,False,False,False,False,False,False,True,False,False,health
3002,https://www.nbcnews.com/science/science-news/maui-wildfires-grass-overgrown-nonnative-flammable-hawaii-rcna99963,"Left unchecked, Maui’s nonnative grasses turned into wildfire fuel","left unchecked, maui's nonnative grasses turned into wildfire fuel",NBC,4,-0.5030226158778146,FoxNews,False,NBC->FoxNews,-0.4596436508382089,0.4596436508382089,66,10,False,False,False,False,False,False,False,False,False,other
2098,https://www.nbcnews.com/politics/donald-trump/trump-degrading-language-immigrants-rcna171120,From 'rapists' to 'eating the pets': Trump has long used degrading language toward immigrants,from 'rapists' to 'eating the pets': trump has long used degrading language toward immigrants,NBC,1,-0.4999313233833198,FoxNews,False,NBC->FoxNews,-0.4565523583437141,0.4565523583437141,93,14,True,False,False,True,False,False,False,False,False,politics
3677,https://www.nbcnews.com/pop-culture/one-direction-fans-mourn-liam-payne-rcna175822,"For One Direction fans, Liam Payne's death is a 'watershed' moment","for one direction fans, liam payne's death is a 'watershed' moment",NBC,4,-0.49887326739892757,FoxNews,False,NBC->FoxNews,-0.45549430235932187,0.45549430235932187,66,12,True,False,False,False,True,False,False,False,False,crime
150,https://www.foxnews.com/politics/biden-admin-issues-warning-netanyahu-israel-holds-emergency-meeting-gaza-aid.print,Biden admin issues warning to Netanyahu as Israel holds emergency meeting on Gaza aid,biden admin issues warning to netanyahu as israel holds emergency meeting on gaza aid,FoxNews,5,0.4118458951105931,NBC,False,FoxNews->NBC,0.4552248601501988,0.4552248601501988,85,14,False,False,False,True,False,True,False,False,False,politics
2565,https://www.nbcnews.com/pop-culture/pop-culture-news/taylor-swift-will-release-eras-tour-concert-film-streaming-celebrate-b-rcna126843,Taylor Swift will release 'The Eras Tour' concert film to streaming to celebrate her birthday,taylor swift will release 'the eras tour' concert film to streaming to celebrate her birthday,NBC,2,-0.4961209646783291,FoxNews,False,NBC->FoxNews,-0.4527419996387234,0.4527419996387234,93,15,True,False,False,False,False,False,False,False,False,other
168,https://www.foxnews.com/official-polls/fox-news-poll-harris-trump-dead-heat-pennsylvania,"Poll: Harris, Trump tied in Pennsylvania","poll: harris, trump tied in pennsylvania",FoxNews,1,0.40750639111345355,NBC,False,FoxNews->NBC,0.45088535615305925,0.45088535615305925,40,6,False,False,False,True,False,False,False,False,False,politics
672,https://www.foxnews.com/sports/jets-offensive-coordinator-nathaniel-hackett-stripped-play-calling-duties-shake-up-continues,Jets offensive coordinator Nathaniel Hackett stripped of play calling duties as shake up continues,jets offensive coordinator nathaniel hackett stripped of play calling duties as shake up continues,FoxNews,3,0.40420474107792825,NBC,False,FoxNews->NBC,0.44758370611753395,0.44758370611753395,98,14,False,False,False,False,False,False,False,False,False,other
3374,https://www.nbcnews.com/politics/supreme-court/supreme-court-stays-fight-transgender-student-bathroom-access-rcna132245,Supreme Court stays out of fight over transgender student bathroom access,supreme court stays out of fight over transgender student bathroom access,NBC,5,-0.4900802830439279,FoxNews,False,NBC->FoxNews,-0.4467013180043222,0.4467013180043222,73,11,False,False,False,True,False,False,False,False,False,politics
1805,https://www.foxnews.com/lifestyle/dogs-cats-roam-free-first-cageless-animal-shelter-us-opens-arkansas,Dogs and cats roam free as first cageless animal shelter in US opens in Arkansas,dogs and cats roam free as first cageless animal shelter in us opens in arkansas,FoxNews,5,0.4026694396521807,NBC,False,FoxNews->NBC,0.4460484046917864,0.4460484046917864,80,15,False,False,False,False,False,False,False,False,False,other
940,https://www.foxnews.com/politics/republican-convention-gets-underway-two-days-after-trump-survived-assassination-attempt,Republican convention gets underway two days after Trump survived an assassination attempt,republican convention gets underway two days after trump survived an assassination attempt,FoxNews,5,0.40191412012729444,NBC,False,FoxNews->NBC,0.44529308516690014,0.44529308516690014,90,12,False,False,False,True,False,False,False,False,False,politics
2398,https://www.nbcnews.com/news/nbcblk/nba-player-karl-anthony-towns-losing-8-relatives-covid-19-rcna3398,NBA player Karl Anthony Towns on losing 8 relatives from Covid 19,nba player karl anthony towns on losing 8 relatives from covid 19,NBC,1,-0.4878329224525162,FoxNews,False,NBC->FoxNews,-0.4444539574129105,0.4444539574129105,65,12,False,False,True,False,False,False,True,False,True,health
3543,https://www.nbcnews.com/pop-culture/taylor-swift-draws-ire-conservatives-chiefs-win-afc-championship-rcna136185,Taylor Swift draws ire of conservatives after Chiefs win AFC championship,taylor swift draws ire of conservatives after chiefs win afc championship,NBC,1,-0.48544184205307905,FoxNews,False,NBC->FoxNews,-0.44206287701347335,0.44206287701347335,73,11,False,False,False,False,False,False,False,False,False,other
1847,https://www.foxnews.com/lifestyle/swedish-candy-goes-viral-tiktok-everyone-wants-bite-trendy-treat,Swedish candy goes viral on TikTok and everyone wants a bite of the trendy treat,swedish candy goes viral on tiktok and everyone wants a bite of the trendy treat,FoxNews,1,0.3984995445491215,NBC,False,FoxNews->NBC,0.4418785095887272,0.4418785095887272,80,15,False,False,False,False,False,False,False,False,False,other
3375,https://www.nbcnews.com/politics/2024-election/trump-compares-north-carolina-lt-gov-mark-robinson-martin-luther-king-rcna141523,Trump calls GOP candidate with a history of offensive remarks 'Martin Luther King on steroids',trump calls gop candidate with a history of offensive remarks 'martin luther king on steroids',NBC,4,-0.4843227164991486,FoxNews,False,NBC->FoxNews,-0.4409437514595429,0.4409437514595429,94,15,True,False,False,True,False,False,False,False,False,politics
479,https://www.foxnews.com/politics/dems-look-force-votes-emergency-abortion-abortion-pill-deaths-make-headlines,Dems look to force votes on emergency abortion as abortion pill deaths make headlines,dems look to force votes on emergency abortion as abortion pill deaths make headlines,FoxNews,4,0.3842287226633354,NBC,False,FoxNews->NBC,0.4276076877029411,0.4276076877029411,85,14,False,False,False,False,False,False,False,False,False,other
795,https://www.foxnews.com/media/randi-weingarten-angrily-claims-pompeo-hurting-kids-attacks,Randi Weingarten angrily claims Pompeo 'hurting kids' with attacks on her,randi weingarten angrily claims pompeo 'hurting kids' with attacks on her,FoxNews,3,0.3837950347550205,NBC,False,FoxNews->NBC,0.4271739997946262,0.4271739997946262,73,11,True,False,False,False,False,False,False,False,False,other
1052,https://www.foxnews.com/politics/what-paying-your-fair-share-mean-jury-still-out-members-congress.print,What does paying your 'fair share' mean? The jury is still out for members of Congress.,what does paying your 'fair share' mean? the jury is still out for members of congress.,FoxNews,1,0.38247914247213455,NBC,False,FoxNews->NBC,0.42585810751174025,0.42585810751174025,87,16,True,True,False,True,False,False,False,False,False,politics
2173,https://www.nbcnews.com/pop-culture/celebrity/liam-paynes-cause-death-confirmed-autopsy-report-polytrauma-rcna176183,Liam Payne’s cause of death confirmed in autopsy report: What is polytrauma?,liam payne's cause of death confirmed in autopsy report: what is polytrauma?,NBC,1,-0.46823777671043576,FoxNews,False,NBC->FoxNews,-0.42485881167083006,0.42485881167083006,76,13,False,True,False,False,True,False,False,False,False,crime
1331,https://www.foxnews.com/us/pennsylvania-court-school-mask-mandate,"Pennsylvania court tosses school mask mandate, health secretary appeals","pennsylvania court tosses school mask mandate, health secretary appeals",FoxNews,1,0.38104112471677165,NBC,False,FoxNews->NBC,0.42442008975637735,0.42442008975637735,71,9,False,False,False,True,False,False,True,False,False,politics
2518,https://www.nbcnews.com/news/weather/live-blog/hurricane-milton-live-updates-rcna174253,Hurricane Milton: 'Potentially catastrophic' Category 5 storm takes aim at Florida,hurricane milton: 'potentially catastrophic' category 5 storm takes aim at florida,NBC,2,-0.4653782777284048,FoxNews,False,NBC->FoxNews,-0.4219993126887991,0.4219993126887991,82,11,True,False,True,False,False,False,False,False,False,other
3477,https://www.nbcnews.com/politics/2024-election/kamala-harris-questions-trumps-transparency-releases-medical-report-rcna174896,Harris questions Trump's transparency with voters after she releases her medical report,harris questions trump's transparency with voters after she releases her medical report,NBC,4,-0.46367971820274256,FoxNews,False,NBC->FoxNews,-0.42030075316313686,0.42030075316313686,87,13,True,False,False,True,False,False,True,False,False,politics
241,https://www.foxnews.com/lifestyle/bedding-picks-keep-you-warm.print,Stay toasty with these 8 bedding picks that will keep you warm all winter long,stay toasty with these 8 bedding picks that will keep you warm all winter long,FoxNews,4,0.37520545886572576,NBC,False,FoxNews->NBC,0.41858442390533146,0.41858442390533146,78,15,False,False,True,False,False,False,False,False,False,other
1609,https://www.foxnews.com/media/trump-says-howard-stern-great-went-woke-ratings-down-tubes,Trump says Howard Stern was great until he ‘went woke’ and ratings have 'gone down the tubes',trump says howard stern was great until he 'went woke' and ratings have 'gone down the tubes',FoxNews,1,0.37502188371561584,NBC,False,FoxNews->NBC,0.41840084875522154,0.41840084875522154,93,17,True,False,False,True,False,False,False,False,False,politics
1583,https://www.foxnews.com/politics/working-class-come-home-harris-rallygoers-postindustrial-pennsylvania-say.print,"Working class will come home to Harris, rallygoers in postindustrial Pennsylvanians say","working class will come home to harris, rallygoers in postindustrial pennsylvanians say",FoxNews,2,0.37352874859368956,NBC,False,FoxNews->NBC,0.41690771363329526,0.41690771363329526,87,12,False,False,False,False,False,False,False,False,False,other
2717,https://www.nbcnews.com/news/latino/police-deny-venezuela-gang-taken-rundown-apartment-complex-denver-subu-rcna169831,Police deny Venezuela gang has taken over rundown apartment complex in Denver suburb,police deny venezuela gang has taken over rundown apartment complex in denver suburb,NBC,2,-0.4569395255057678,FoxNews,False,NBC->FoxNews,-0.4135605604661621,0.4135605604661621,84,13,False,False,False,False,True,False,False,False,False,crime
1914,https://www.foxnews.com/live-news/trump-assassination-shooting-rnc-secret-service-investigation-july15,FBI investigating Trump rally shooter,fbi investigating trump rally shooter,FoxNews,4,0.3671975940509702,NBC,False,FoxNews->NBC,0.4105765590905759,0.4105765590905759,37,5,False,False,False,True,False,False,False,False,False,politics
3602,https://www.nbcnews.com/news/world/israel-hezbollah-war-nasrallah-airstrikes-hamas-gaza-assassinations-rcna173851,"Analysis: As war rages, some in Lebanon see opportunity in a weakened Hezbollah","analysis: as war rages, some in lebanon see opportunity in a weakened hezbollah",NBC,4,-0.443525915296741,FoxNews,False,NBC->FoxNews,-0.4001469502571353,0.4001469502571353,79,13,False,False,False,False,False,True,False,False,False,world
1060,https://www.foxnews.com/media/gutfeld-draws-largest-audience-program-history-trump-appearance.print,'Gutfeld!' draws largest audience in program history with Trump appearance,'gutfeld!' draws largest audience in program history with trump appearance,FoxNews,5,0.35574692460853385,NBC,False,FoxNews->NBC,0.39912588964813955,0.39912588964813955,74,10,True,False,False,True,False,False,False,False,False,politics
1252,https://www.foxnews.com/media/charlamagne-tha-god-says-young-black-man-predicted-trumps-podcast-appearance-get-him-elected.print,Charlamagne tha God says young Black man predicted Trump's podcast appearance will get him elected,charlamagne tha god says young black man predicted trump's podcast appearance will get him elected,FoxNews,4,0.35486762555087403,NBC,False,FoxNews->NBC,0.39824659059047973,0.39824659059047973,98,16,True,False,False,True,False,False,False,False,False,politics
1553,https://www.foxnews.com/world/hezbollah-watches-gaza-war-sparks-fear-additional-fronts-israel-defend,Hezbollah watches on as Gaza war sparks fear of additional fronts for Israel to defend,hezbollah watches on as gaza war sparks fear of additional fronts for israel to defend,FoxNews,4,0.3533012500413498,NBC,False,FoxNews->NBC,0.3966802150809555,0.3966802150809555,86,15,False,False,False,False,False,True,False,False,False,world
3032,https://www.nbcnews.com/news/asian-america/chinese-korea-global-adoption-adoptees-grateful-rcna175785,"Amid global adoption reckoning, adoptees say they're fighting a long standing narrative they should be ‘grateful’","amid global adoption reckoning, adoptees say they're fighting a long standing narrative they should be 'grateful'",NBC,3,-0.4280963453900395,FoxNews,False,NBC->FoxNews,-0.3847173803504338,0.3847173803504338,113,17,True,False,False,False,False,False,False,False,False,other
3625,https://www.nbcnews.com/news/nbcblk/trump-comments-kamala-harris-race-multiracial-voters-2024-election-rcna164856,Mixed race voters say Donald Trump’s attacks on Kamala Harris’ race are painfully familiar,mixed race voters say donald trump's attacks on kamala harris' race are painfully familiar,NBC,1,-0.4279940850012409,FoxNews,False,NBC->FoxNews,-0.3846151199616352,0.3846151199616352,90,15,False,False,False,True,False,False,False,False,False,politics
925,https://www.foxnews.com/politics/environmentalists-blocking-forest-management-methods-saving-sequoias-yosemite-wildfire,Environmentalists are blocking forest management methods saving iconic sequoias amid Yosemite wildfire,environmentalists are blocking forest management methods saving iconic sequoias amid yosemite wildfire,FoxNews,5,0.3360617294463939,NBC,False,FoxNews->NBC,0.3794406944859996,0.3794406944859996,102,12,False,False,False,False,False,False,False,False,False,other
3269,https://www.nbcnews.com/news/latino/power-goes-entire-island-cuba-leaving-10-million-people-dark-rcna176169,"Power goes out on entire island of Cuba, leaving 10 million people without electricity","power goes out on entire island of cuba, leaving 10 million people without electricity",NBC,2,-0.42270209401442593,FoxNews,False,NBC->FoxNews,-0.37932312897482023,0.37932312897482023,86,14,False,False,True,False,False,False,False,False,False,other
1413,https://www.foxnews.com/world/israel-strikes-hezbollah-targets-inside-lebanon-idf-warns-residents-stay-near-bomb-shelters,Israel strikes Hezbollah targets inside Lebanon; IDF warns residents to stay near bomb shelters,israel strikes hezbollah targets inside lebanon; idf warns residents to stay near bomb shelters,FoxNews,4,0.3345102712602933,NBC,False,FoxNews->NBC,0.377889236299899,0.377889236299899,95,14,False,False,False,False,False,True,False,False,False,world
842,https://www.foxnews.com/us/routh-stalked-mar-a-lago-trump-golf-course-weeks-may-have-planned-getaway-documents-show.print,"Routh stalked Mar a Lago, Trump golf course for weeks, may have planned getaway, documents show","routh stalked mar a lago, trump golf course for weeks, may have planned getaway, documents show",FoxNews,5,0.33447963835422523,NBC,False,FoxNews->NBC,0.3778586033938309,0.3778586033938309,95,16,False,False,False,True,False,False,False,False,False,politics
1362,https://www.foxnews.com/world/pyongyang-media-dismisses-speculation-hamas-using-north-korean-weapons,Pyongyang media dismisses speculation of Hamas using North Korean weapons,pyongyang media dismisses speculation of hamas using north korean weapons,FoxNews,4,0.3338768164017223,NBC,False,FoxNews->NBC,0.377255781441328,0.377255781441328,73,10,False,False,False,False,False,False,False,False,False,other
2258,https://www.nbcnews.com/news/us-news/easy-money-how-international-scam-artists-pulled-epic-theft-covid-n1276789,‘Easy money’: How international scam artists pulled off an epic theft of Covid benefits,'easy money': how international scam artists pulled off an epic theft of covid benefits,NBC,2,-0.4193272526940428,FoxNews,False,NBC->FoxNews,-0.3759482876544371,0.3759482876544371,87,14,False,False,False,False,False,False,True,True,False,health
927,https://www.foxnews.com/politics/swiss-billionaire-backed-environmental-groups-spent-big-targeting-millions-biden-voters,Swiss billionaire backed environmental groups spent big targeting millions of Biden voters,swiss billionaire backed environmental groups spent big targeting millions of biden voters,FoxNews,3,0.3304799817988907,NBC,False,FoxNews->NBC,0.3738589468384964,0.3738589468384964,90,12,False,False,False,True,False,False,False,False,False,politics
147,https://www.foxnews.com/world/israeli-military-says-regular-infantry-armored-units-joining-limited-ground-operation-southern-lebanon.print,"Israeli military says regular infantry, armored units joining limited ground operation in southern Lebanon","israeli military says regular infantry, armored units joining limited ground operation in southern lebanon",FoxNews,4,0.32969677610977677,NBC,False,FoxNews->NBC,0.37307574114938247,0.37307574114938247,106,14,False,False,False,False,False,True,False,False,False,world
3422,https://www.nbcnews.com/politics/donald-trump/trump-bring-country-together-abortion-meet-the-press-rcna105311,Trump criticizes Republicans pushing abortion bans with no exceptions: 'You're not going to win',trump criticizes republicans pushing abortion bans with no exceptions: 'you're not going to win',NBC,1,-0.4128110705534962,FoxNews,False,NBC->FoxNews,-0.3694321055138905,0.3694321055138905,96,15,True,False,False,True,False,False,False,False,False,politics
2930,https://www.nbcnews.com/politics/2024-election/harris-spars-fox-news-host-says-not-continuation-biden-rcna175742,Harris spars with host and says she wouldn't be a 'continuation' of Biden,harris spars with host and says she wouldn't be a 'continuation' of biden,NBC,3,-0.4125887548895897,FoxNews,False,NBC->FoxNews,-0.369209789849984,0.369209789849984,73,14,True,False,False,True,False,False,False,False,False,politics
2619,https://www.nbcnews.com/sports/mlb/guardians-yankees-alcs-game-3-rcna176042,Guardians stun Yankees on walk off home run in extra innings,guardians stun yankees on walk off home run in extra innings,NBC,1,-0.41241321278056353,FoxNews,False,NBC->FoxNews,-0.36903424774095783,0.36903424774095783,60,11,False,False,False,False,False,False,False,False,False,other
972,https://www.foxnews.com/politics/house-republicans-political-fallout-government-shutdown.print,House Republicans privately worry about political fallout of government shutdown,house republicans privately worry about political fallout of government shutdown,FoxNews,1,0.32489900761698975,NBC,False,FoxNews->NBC,0.36827797265659545,0.36827797265659545,80,10,False,False,False,True,False,False,False,False,False,politics
2101,https://www.nbcnews.com/tech/security/hackers-rally-kamala-harris-presidential-campaign-def-con-las-vegas-rcna165459,Hackers rally behind Kamala Harris' presidential campaign,hackers rally behind kamala harris' presidential campaign,NBC,3,-0.4107142829316992,FoxNews,False,NBC->FoxNews,-0.3673353178920935,0.3673353178920935,57,7,True,False,False,True,False,False,False,False,False,politics
2756,https://www.nbcnews.com/tech/social-media/mark-zuckerberg-apologizes-parents-online-child-safety-hearing-rcna136578,Mark Zuckerberg apologizes to victims' families as senators demand tech platforms do better by kids,mark zuckerberg apologizes to victims' families as senators demand tech platforms do better by kids,NBC,4,-0.4083093064414067,FoxNews,False,NBC->FoxNews,-0.36493034140180103,0.36493034140180103,99,15,True,False,False,False,False,False,False,False,False,other
865,https://www.foxnews.com/lifestyle/flag-day-spectacle-american-communities,Flag Day is a patriotic spectacle in these all American communities,flag day is a patriotic spectacle in these all american communities,FoxNews,1,0.3214524933944929,NBC,False,FoxNews->NBC,0.3648314584340986,0.3648314584340986,67,11,False,False,False,False,False,False,False,False,False,other
1169,https://www.foxnews.com/world/iran-preparing-imminent-missile-attack-israel-us-says,Iran fires multiple missile strikes across Israel,iran fires multiple missile strikes across israel,FoxNews,1,0.32075865775359635,NBC,False,FoxNews->NBC,0.36413762279320205,0.36413762279320205,49,7,False,False,False,False,False,True,False,False,False,world
1051,https://www.foxnews.com/tech/fix-autocorrect-driving-you-ducking-crazy,Fix autocorrect if it’s driving you ducking crazy,fix autocorrect if it's driving you ducking crazy,FoxNews,4,0.3200442560476713,NBC,False,FoxNews->NBC,0.363423221087277,0.363423221087277,49,9,False,False,False,False,False,False,False,False,False,other
689,https://www.foxnews.com/opinion/fighting-disturbing-spiral-jew-hatred-canada.print,Fighting the disturbing spiral of Jew hatred in Canada,fighting the disturbing spiral of jew hatred in canada,FoxNews,5,0.31724905477285326,NBC,False,FoxNews->NBC,0.36062801981245896,0.36062801981245896,54,9,False,False,False,False,False,False,False,False,False,other
2543,https://www.nbcnews.com/politics/2024-election/georgia-judge-blocks-rule-requiring-counties-hand-count-ballots-rcna175632,Georgia judge blocks rule requiring counties to hand count Election Day ballots,georgia judge blocks rule requiring counties to hand count election day ballots,NBC,5,-0.4025692010459141,FoxNews,False,NBC->FoxNews,-0.3591902360063084,0.3591902360063084,79,12,False,False,False,True,False,False,False,False,False,politics
1376,https://www.foxnews.com/world/kim-jong-un-xi-jinping-declare-2024-year-dprk-china-friendship,"Kim Jong Un, Xi Jinping declare 2024 'year of DPRK China friendship'","kim jong un, xi jinping declare 2024 'year of dprk china friendship'",FoxNews,2,0.3153431115052924,NBC,False,FoxNews->NBC,0.35872207654489807,0.35872207654489807,68,12,True,False,True,False,False,True,False,False,False,world
2857,https://www.nbcnews.com/news/world/prigozhin-plane-crash-sabotage-explosion-evidence-rcna101756,"YevgenyPrigozhin plane crash was likely sabotage, evidence suggests","yevgenyprigozhin plane crash was likely sabotage, evidence suggests",NBC,5,-0.4009112391410501,FoxNews,False,NBC->FoxNews,-0.3575322741014444,0.3575322741014444,67,8,False,False,False,False,False,False,False,False,False,other
2202,https://www.nbcnews.com/politics/trump-impeachment-inquiry/trump-rages-bolton-says-former-adviser-would-have-caused-world-n1125351,"Trump rages at Bolton, says former adviser would have caused 'World War Six'","trump rages at bolton, says former adviser would have caused 'world war six'",NBC,2,-0.40045317055926644,FoxNews,False,NBC->FoxNews,-0.35707420551966074,0.35707420551966074,76,13,True,False,False,True,False,True,False,False,False,politics
3291,https://www.nbcnews.com/investigations/israel-long-history-targeted-killings-enemies-rcna171888,"Wigs, robotic guns and exploding pagers: Israel has a long history of hunting down its enemies","wigs, robotic guns and exploding pagers: israel has a long history of hunting down its enemies",NBC,4,-0.3988047644071073,FoxNews,False,NBC->FoxNews,-0.3554257993675016,0.3554257993675016,94,16,False,False,False,False,False,True,False,False,False,world
3567,https://www.nbcnews.com/politics/2024-election/live-blog/trump-harris-presidential-election-live-updates-rcna168470,Election 2024: Harris and Walz kick off bus tour in Georgia; Vance hits Pennsylvania and Wisconsin,election 2024: harris and walz kick off bus tour in georgia; vance hits pennsylvania and wisconsin,NBC,5,-0.3983379925060573,FoxNews,False,NBC->FoxNews,-0.3549590274664516,0.3549590274664516,98,16,False,False,True,True,False,False,False,False,False,politics
93,https://www.foxnews.com/politics/rfk-jr-corporate-media-attacked-more-president-trump,RFK Jr says ‘corporate media’ has attacked him ‘even more than President Trump’,rfk jr says 'corporate media' has attacked him 'even more than president trump',FoxNews,1,0.3115391888010337,NBC,False,FoxNews->NBC,0.3549181538406394,0.3549181538406394,79,13,False,False,False,True,False,False,False,False,False,politics
1676,https://www.foxnews.com/politics/supreme-court-signals-interest-taking-major-climate-change-while-liberal-activists-panic,Supreme Court signals interest in hearing a major climate change case that could be a 'nightmare' for liberals,supreme court signals interest in hearing a major climate change case that could be a 'nightmare' for liberals,FoxNews,4,0.3104088879099067,NBC,False,FoxNews->NBC,0.3537878529495124,0.3537878529495124,110,18,True,False,False,True,False,False,False,False,False,politics
2171,https://www.nbcnews.com/investigations/police-roof-trump-shooter-butler-rally-never-spoke-secret-service-rcna172007,"Local police responsible for roof where Trump shooter hid at Butler rally had never spoken to Secret Service, report says","local police responsible for roof where trump shooter hid at butler rally had never spoken to secret service, report says",NBC,5,-0.39156231370201855,FoxNews,False,NBC->FoxNews,-0.34818334866241285,0.34818334866241285,121,20,False,False,False,True,True,False,False,False,False,politics
985,https://www.foxnews.com/sports/ravens-fan-seen-viral-fight-video-identified-has-warrant-issued-arrest-police-say.print,"Ravens fan seen in viral fight video identified, warrant issued for arrest, police say","ravens fan seen in viral fight video identified, warrant issued for arrest, police say",FoxNews,2,0.30224683660164353,NBC,False,FoxNews->NBC,0.34562580164124923,0.34562580164124923,86,14,False,False,False,False,True,False,False,False,False,crime
